Key,Summary,Status,Project,Current Size,Planned Size,Num of CPCRs/SWCRs,Fix Version/s,CSL Programs,Priority Score,Feature Type,Level
CSLADS-56382,SUMMARY REDACTED,Open,CSL_ADS,3,3,,"CSL_R8, CSL_R8_InCapacity",AWD,379,Team,2
CSLCND-55268,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_InCapacity",AWD,,Team,1
CSLPACB20-43581,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,225,50,,CSL_R8,TI Next,374,,0
CSLACI-39847,SUMMARY REDACTED,Open,CSL_ACI,225,50,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Product,1
CSLACI-41171,SUMMARY REDACTED,Open,CSL_ACI,20,20,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41172,SUMMARY REDACTED,Open,CSL_ACI,40,40,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41173,SUMMARY REDACTED,Open,CSL_ACI,30,30,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41174,SUMMARY REDACTED,Open,CSL_ACI,15,15,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41175,SUMMARY REDACTED,Open,CSL_ACI,10,10,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41176,SUMMARY REDACTED,Open,CSL_ACI,15,15,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41177,SUMMARY REDACTED,Open,CSL_ACI,20,20,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41178,SUMMARY REDACTED,Open,CSL_ACI,20,20,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41179,SUMMARY REDACTED,Open,CSL_ACI,10,10,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41180,SUMMARY REDACTED,Open,CSL_ACI,5,5,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41181,SUMMARY REDACTED,Open,CSL_ACI,30,30,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLACI-41182,SUMMARY REDACTED,Open,CSL_ACI,10,10,,"CSL_R8, CSL_R8_InCapacity",TI Next,374,Team,2
CSLPVS-408,SUMMARY REDACTED,Open,CSLP_VACSSIM,29.5,40,,"CSL_R6, CSL_R6_InCapacity, CSL_R7, CSL_R8",VACSSim,364,,0
CSLMODSIM-8043,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,29.5,40,,"CSL_MSnA_Rel5, CSL_R5, CSL_R6, CSL_R6_OutOfCapacity, CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",VACSSim,364,Product,1
CSLMODSIM-13578,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,29.5,29.5,,"CSL_R6, CSL_R6_OutOfCapacity, CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",VACSSim,364,Team,2
CSLPJ7-198,SUMMARY REDACTED,Open,CSLP_J7,58,0,,CSL_R8,J7,359,,0
CSLSYSINTT-12914,SUMMARY REDACTED,Open,CSL_SysIntTest,58,58,,"CSL_R8, CSL_R8_InCapacity",J7,359,Product,1
CSLSYSINTT-13524,SUMMARY REDACTED,Open,CSL_SysIntTest,58,58,,"CSL_R8, CSL_R8_InCapacity",J7,,Team,2
CSLPACB20-43533,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,350,,,CSL_R8,BL10,354,,0
CSLMODSIM-22118,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,100,100,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Product,1
CSLMODSIM-23684,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,60,60,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Team,2
CSLMODSIM-23702,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,40,40,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Team,2
CSLACI-39812,SUMMARY REDACTED,Open,CSL_ACI,85,100,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Product,1
CSLACI-40945,SUMMARY REDACTED,Open,CSL_ACI,8,8,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Team,2
CSLACI-40948,SUMMARY REDACTED,Open,CSL_ACI,8,8,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Team,2
CSLACI-41067,SUMMARY REDACTED,Open,CSL_ACI,2,2,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Team,2
CSLACI-41096,SUMMARY REDACTED,Open,CSL_ACI,8,8,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Team,2
CSLACI-41128,SUMMARY REDACTED,Open,CSL_ACI,3,3,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Team,2
CSLACI-41142,SUMMARY REDACTED,Open,CSL_ACI,56,56,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Team,2
CSLMODSIM-23546,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,105,105,,"CSL_R8, CSL_R8_OutOfCapacity",BL10,354,Product,1
CSLMODSIM-19089,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,13,13,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",BL10,354,Team,2
CSLMODSIM-19090,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,13,13,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",BL10,354,Team,2
CSLMODSIM-19092,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,25,25,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",BL10,354,Team,2
CSLMODSIM-19093,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,35,35,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",BL10,354,Team,2
CSLMODSIM-23862,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,60,60,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Product,1
CSLMODSIM-23873,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,60,60,,"CSL_R8, CSL_R8_InCapacity",BL10,354,Team,2
CSLPACB16-14694,SUMMARY REDACTED,Open,CSLP_ACB16,23.5,0,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,350,Program,0
ORTS-36902,SUMMARY REDACTED,Open,CSL_ORTS,1.5,1.5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,350,Product,1
ORTS-38336,SUMMARY REDACTED,Open,CSL_ORTS,1.5,1.5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,350,Team,2
CSLWCS-42589,SUMMARY REDACTED,Open,CSL_WCS,0,15,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,350,Product,1
CSLWCS-43503,SUMMARY REDACTED,Open,CSL_WCS,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",Multiple CSL Programs,1631,Team,2
CSLACI-39854,SUMMARY REDACTED,Open,CSL_ACI,8,20,,"CSL_R8, CSL_R8_InCapacity",ACB16,350,Product,1
CSLACI-41114,SUMMARY REDACTED,Open,CSL_ACI,8,8,,"CSL_R8, CSL_R8_InCapacity",ACB16,350,Team,2
CSLADS-55465,SUMMARY REDACTED,Open,CSL_ADS,2,2,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,350,Product,1
CSLSYSINTT-12744,SUMMARY REDACTED,Open,CSL_SysIntTest,5,5,,"CSL_R8, CSL_R8_InCapacity",ACB16,350,Product,1
CSLSYSINTT-13096,SUMMARY REDACTED,Open,CSL_SysIntTest,5,5,,"CSL_R8, CSL_R8_InCapacity",ACB16,,Team,2
CSLCND-54069,SUMMARY REDACTED,Open,CSL_CND,7,7,,"CSL_R8, CSL_R8_InCapacity",ACB16,350,Product,1
CSLCND-55255,SUMMARY REDACTED,Open,CSL_CND,7,7,,"CSL_R8, CSL_R8_InCapacity",ACB16,350,Team,2
CSLPACB16-14698,SUMMARY REDACTED,Open,CSLP_ACB16,37,0,,"CSL_R8, CSL_R8_InCapacity",ACB16,340,Program,0
CSLSYSINTT-12731,SUMMARY REDACTED,Open,CSL_SysIntTest,9,9,,"CSL_R8, CSL_R8_InCapacity",ACB16,340,Product,1
CSLSYSINTT-13083,SUMMARY REDACTED,Open,CSL_SysIntTest,9,9,,"CSL_R8, CSL_R8_InCapacity",ACB16,,Team,2
CSLSYSINTT-12732,SUMMARY REDACTED,Open,CSL_SysIntTest,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,340,Product,1
CSLSYSINTT-13084,SUMMARY REDACTED,Open,CSL_SysIntTest,10,10,,"CSL_R8, CSL_R8_InCapacity",ACB16,,Team,2
CSLSYSINTT-12733,SUMMARY REDACTED,Open,CSL_SysIntTest,9,9,,"CSL_R8, CSL_R8_InCapacity",ACB16,340,Product,1
CSLSYSINTT-13085,SUMMARY REDACTED,Open,CSL_SysIntTest,9,9,,"CSL_R8, CSL_R8_InCapacity",ACB16,,Team,2
CSLSYSINTT-12734,SUMMARY REDACTED,Open,CSL_SysIntTest,9,9,,"CSL_R8, CSL_R8_InCapacity",ACB16,340,Product,1
CSLSYSINTT-13086,SUMMARY REDACTED,Open,CSL_SysIntTest,9,9,,"CSL_R8, CSL_R8_InCapacity",ACB16,,Team,2
CSLPJ6-753,SUMMARY REDACTED,Open,CSLP_J6,26,,,CSL_R8,J6,335,,0
CSLCND-53632,SUMMARY REDACTED,Open,CSL_CND,1,10,,"CSL_R8, CSL_R8_OutOfCapacity",J6,335,Product,1
CSLCND-54658,SUMMARY REDACTED,Open,CSL_CND,1,1,,"CSL_R8, CSL_R8_OutOfCapacity",J6,335,Team,2
CSLADS-55384,SUMMARY REDACTED,Open,CSL_ADS,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",J6,335,Product,1
CSLADS-56560,SUMMARY REDACTED,Open,CSL_ADS,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",J6,335,Team,2
CSLSYSINTT-12683,SUMMARY REDACTED,Open,CSL_SysIntTest,20,20,,"CSL_R8, CSL_R8_OutOfCapacity",J6,335,Product,1
CSLPBMD-1682,SUMMARY REDACTED,Open,CSLP_BMD51,42,0,,CSL_R8,BMD 5.1,330,,0
CSLMP-44998,SUMMARY REDACTED,Open,CSL_MP,3.5,3.5,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,330,Product,1
CSLMODSIM-22094,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,12,12,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,330,Product,1
CSLMODSIM-23841,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,12,12,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,330,Team,2
CSLSPY-94427,SUMMARY REDACTED,Open,CSL_SPY,0,0,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,330,Product,1
CSLCND-53776,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,330,Product,1
CSLCND-54961,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,330,Team,2
CSLADS-55530,SUMMARY REDACTED,Open,CSL_ADS,3.5,3.5,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,330,Product,1
CSLADS-56321,SUMMARY REDACTED,Open,CSL_ADS,3.5,3.5,,"CSL_R8, CSL_R8_InCapacity",BMD 5.1,330,Team,2
CSLWCS-43129,SUMMARY REDACTED,Open,CSL_WCS,3,25,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,330,Product,1
CSLWCS-43849,SUMMARY REDACTED,Open,CSL_WCS,3,3,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,330,Team,2
CSLCND-54961,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_OutOfCapacity",BMD 5.1,330,Team,1
CSLPBMDS-1425,SUMMARY REDACTED,Open,CSLP_BMDS,0,0,,CSL_R8,BMDS,325,,0
CSLPFWS-124,SUMMARY REDACTED,Open,CSLP_FWS,351,300,,CSL_R8,FWS,320,,0
CSLWCS-42165,SUMMARY REDACTED,Open,CSL_WCS,190,150,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,1825,Product,1
CSLWCS-43537,SUMMARY REDACTED,Open,CSL_WCS,55,55,,"CSL_R8, CSL_R8_InCapacity",FWS,1825,Team,2
CSLWCS-43538,SUMMARY REDACTED,Open,CSL_WCS,85,85,,"CSL_R8, CSL_R8_InCapacity",FWS,1825,Team,2
CSLWCS-44102,SUMMARY REDACTED,Open,CSL_WCS,50,50,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,1825,Team,2
CSLCND-53523,SUMMARY REDACTED,Open,CSL_CND,12,15,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Product,1
CSLCND-54821,SUMMARY REDACTED,Open,CSL_CND,7,7,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLCND-54576,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLCND-54774,SUMMARY REDACTED,Open,CSL_CND,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLSPY-94559,SUMMARY REDACTED,Open,CSL_SPY,60,60,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Product,1
CSLSPY-96181,SUMMARY REDACTED,Open,CSL_SPY,60,60,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLMODSIM-22225,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,14,27,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Product,1
CSLMODSIM-23692,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,4,4,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLMODSIM-23694,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,4,4,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLMODSIM-23696,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,2,2,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLMODSIM-23700,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,4,4,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLMP-45577,SUMMARY REDACTED,Open,CSL_MP,16,50,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Product,1
CSLMP-46583,SUMMARY REDACTED,Open,CSL_MP,16,16,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLMP-46758,SUMMARY REDACTED,Open,CSL_MP,17,17,,"CSL_R8, CSL_R8_OutOfCapacity",FWS,320,Team,2
CSLASPEC-25743,SUMMARY REDACTED,Open,CSL_ASpec,54,30,,"CSL_R8, CSL_R8_InCapacity",FWS,320,Product,1
CSLASPEC-25820,SUMMARY REDACTED,Open,CSL_ASpec,30,30,,"CSL_R8, CSL_R8_InCapacity",FWS,320,Team,2
CSLASPEC-25819,SUMMARY REDACTED,Open,CSL_ASpec,24,24,,"CSL_R8, CSL_R8_InCapacity",FWS,320,Team,2
CSLADS-55657,SUMMARY REDACTED,Open,CSL_ADS,5,5,,"CSL_R8, CSL_R8_InCapacity",FWS,320,Product,1
CSLADS-56388,SUMMARY REDACTED,Open,CSL_ADS,5,5,,"CSL_R8, CSL_R8_InCapacity",FWS,320,Team,2
CSLPLCS-97,SUMMARY REDACTED,Open,CSLP_LCS,70,70,,CSL_R8,LCS MMSC,316,,0
CSLPKDX-244,SUMMARY REDACTED,Open,CSLP_KDX,,0,,CSL_R8,KDX-K2,311,,0
ORTS-36990,SUMMARY REDACTED,Open,CSL_ORTS,1,1,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,311,Product,1
ORTS-38232,SUMMARY REDACTED,Open,CSL_ORTS,1,1,,"Build 26, CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,311,Team,2
CSLACI-39808,SUMMARY REDACTED,Open,CSL_ACI,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,311,Product,1
CSLACI-41347,SUMMARY REDACTED,Open,CSL_ACI,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,311,Team,2
CSLWCS-42750,SUMMARY REDACTED,Open,CSL_WCS,,1,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,311,Product,1
CSLCND-53797,SUMMARY REDACTED,Open,CSL_CND,0.5,0.5,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,311,Product,1
CSLCND-54727,SUMMARY REDACTED,Open,CSL_CND,0.5,0.5,,"CSL_R8, CSL_R8_OutOfCapacity",KDX-K2,311,Team,2
CSLOASIS-14832,SUMMARY REDACTED,Open,CSL_OASIS,20,20,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,311,Product,1
CSLOASIS-14833,SUMMARY REDACTED,Open,CSL_OASIS,20,20,,"CSL_R8, CSL_R8_InCapacity",KDX-K2,311,Team,2
CSLPWSMR-867,SUMMARY REDACTED,Open,CSLP_WSMR,0,0,,CSL_R8,WSMR,306,,0
CSLPACB16-14699,SUMMARY REDACTED,Open,CSLP_ACB16,242.5,0,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Program,0
CSLMP-44914,SUMMARY REDACTED,Open,CSL_MP,14,14,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLMP-46565,SUMMARY REDACTED,Open,CSL_MP,14,14,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
ORTS-36900,SUMMARY REDACTED,Open,CSL_ORTS,0,6,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
ORTS-38342,SUMMARY REDACTED,Open,CSL_ORTS,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLSPY-94652,SUMMARY REDACTED,Open,CSL_SPY,17,8,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLSPY-95915,SUMMARY REDACTED,Open,CSL_SPY,3,3,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLSPY-96133,SUMMARY REDACTED,Open,CSL_SPY,4,4,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLSPY-96668,SUMMARY REDACTED,Open,CSL_SPY,7,7,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLSPY-96772,SUMMARY REDACTED,Open,CSL_SPY,3,3,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLACI-39878,SUMMARY REDACTED,Open,CSL_ACI,13,11,,"CSL_R8, CSL_R8_InCapacity",ACB16,301,Product,1
CSLACI-41216,SUMMARY REDACTED,Open,CSL_ACI,13,13,,"CSL_R8, CSL_R8_InCapacity",ACB16,301,Team,2
CSLACI-39877,SUMMARY REDACTED,Open,CSL_ACI,59,73.5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLACI-40930,SUMMARY REDACTED,Open,CSL_ACI,20,20,,"CSL_R8, CSL_R8_InCapacity",ACB16,301,Team,2
CSLACI-41273,SUMMARY REDACTED,Open,CSL_ACI,5,5,,"CSL_R8, CSL_R8_InCapacity",ACB16,301,Team,2
CSLACI-41546,SUMMARY REDACTED,Open,CSL_ACI,34,34,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-53616,SUMMARY REDACTED,Open,CSL_CND,8,8,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLCND-54822,SUMMARY REDACTED,Open,CSL_CND,1,1,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-54577,SUMMARY REDACTED,Open,CSL_CND,2,2,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-54659,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-53615,SUMMARY REDACTED,Open,CSL_CND,17,25,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLCND-54823,SUMMARY REDACTED,Open,CSL_CND,4,4,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-54578,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-54754,SUMMARY REDACTED,Open,CSL_CND,8,8,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-54707,SUMMARY REDACTED,Open,CSL_CND,8,8,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-54854,SUMMARY REDACTED,Open,CSL_CND,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-53614,SUMMARY REDACTED,Open,CSL_CND,34,22,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLCND-54565,SUMMARY REDACTED,Open,CSL_CND,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-54755,SUMMARY REDACTED,Open,CSL_CND,7,7,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLCND-54708,SUMMARY REDACTED,Open,CSL_CND,22,22,,"CSL_R8, CSL_R8_InCapacity",ACB16,301,Team,2
CSLCND-53613,SUMMARY REDACTED,Open,CSL_CND,2,2,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLCND-54145,SUMMARY REDACTED,Open,CSL_CND,2,2,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLADS-55462,SUMMARY REDACTED,Open,CSL_ADS,60.5,60,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLADS-56473,SUMMARY REDACTED,Open,CSL_ADS,25,25,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLADS-56222,SUMMARY REDACTED,Open,CSL_ADS,18,18,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLADS-56562,SUMMARY REDACTED,Open,CSL_ADS,12,12,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLADS-56278,SUMMARY REDACTED,Open,CSL_ADS,5.5,5.5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLADS-55843,SUMMARY REDACTED,Open,CSL_ADS,8,8,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLADS-56561,SUMMARY REDACTED,Open,CSL_ADS,8,8,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLOASIS-15581,SUMMARY REDACTED,Open,CSL_OASIS,10,10,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Product,1
CSLOASIS-15685,SUMMARY REDACTED,Open,CSL_OASIS,5,5,,"CSL_R8, CSL_R8_InCapacity",ACB16,301,Team,2
CSLOASIS-15701,SUMMARY REDACTED,Open,CSL_OASIS,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLPVS-421,SUMMARY REDACTED,Open,CSLP_VACSSIM,10,15,,"CSL_R6, CSL_R6_InCapacity, CSL_R7, CSL_R8",VACSSim,296,,0
CSLMODSIM-12731,SUMMARY REDACTED,Closed,CSL_ModSimAnalysis,5,15,,"CSL_R6, CSL_R6_OutOfCapacity, CSL_R7, CSL_R7_InCapacity",VACSSim,551,Product,1
CSLMODSIM-13572,SUMMARY REDACTED,Closed,CSL_ModSimAnalysis,5,10.5,,"CSL_R6, CSL_R6_OutOfCapacity, CSL_R7, CSL_R7_InCapacity",VACSSim,551,Team,2
CSLMODSIM-22170,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,5,5,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",VACSSim,296,Product,1
CSLMODSIM-22172,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,5,5,,"CSL_R7, CSL_R7_OutOfCapacity, CSL_R8, CSL_R8_OutOfCapacity",VACSSim,296,Team,2
CSLPACB16-14701,SUMMARY REDACTED,Open,CSLP_ACB16,138.5,0,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Program,0
ORTS-36898,SUMMARY REDACTED,Open,CSL_ORTS,2.5,3,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Product,1
ORTS-38338,SUMMARY REDACTED,Open,CSL_ORTS,2.5,2.5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Team,2
CSLSPY-94671,SUMMARY REDACTED,Open,CSL_SPY,2,2,,"CSL_R8, CSL_R8_InCapacity",ACB16,291,Product,1
CSLACI-39879,SUMMARY REDACTED,Open,CSL_ACI,17,16.5,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Product,1
CSLACI-40964,SUMMARY REDACTED,Open,CSL_ACI,2,2,,"CSL_R8, CSL_R8_InCapacity",ACB16,291,Team,2
CSLACI-41274,SUMMARY REDACTED,Open,CSL_ACI,3,3,,"CSL_R8, CSL_R8_InCapacity",ACB16,291,Team,2
CSLACI-41545,SUMMARY REDACTED,Open,CSL_ACI,12,12,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Team,2
CSLACI-39880,SUMMARY REDACTED,Open,CSL_ACI,8,35,,"CSL_R8, CSL_R8_InCapacity",ACB16,291,Product,1
CSLACI-41275,SUMMARY REDACTED,Open,CSL_ACI,8,8,,"CSL_R8, CSL_R8_InCapacity",ACB16,291,Team,2
CSLCND-53620,SUMMARY REDACTED,Open,CSL_CND,28,28,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Product,1
CSLCND-54660,SUMMARY REDACTED,Open,CSL_CND,1,1,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Team,2
CSLCND-54709,SUMMARY REDACTED,Open,CSL_CND,27,27,,"CSL_R8, CSL_R8_InCapacity",ACB16,291,Team,2
CSLADS-55460,SUMMARY REDACTED,Open,CSL_ADS,1,1,,"CSL_R8, CSL_R8_InCapacity",ACB16,291,Product,1
CSLADS-56341,SUMMARY REDACTED,Open,CSL_ADS,1,1,,"CSL_R8, CSL_R8_InCapacity",ACB16,291,Team,2
CSLADS-55473,SUMMARY REDACTED,Open,CSL_ADS,64,25,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Product,1
CSLADS-56223,SUMMARY REDACTED,Open,CSL_ADS,27,27,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,301,Team,2
CSLADS-56474,SUMMARY REDACTED,Open,CSL_ADS,20,20,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Team,2
CSLADS-56563,SUMMARY REDACTED,Open,CSL_ADS,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Team,2
CSLADS-56751,SUMMARY REDACTED,Open,CSL_ADS,17,17,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Team,2
CSLADS-55475,SUMMARY REDACTED,Open,CSL_ADS,16,16,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Product,1
CSLADS-56475,SUMMARY REDACTED,Open,CSL_ADS,7,7,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Team,2
CSLADS-56224,SUMMARY REDACTED,Open,CSL_ADS,7,7,,"CSL_R8, CSL_R8_OutOfCapacity",ACB16,291,Team,2
